ID,Advisor,Problem,Ranking,InstitutionID
34051,Zhaoxu Sun,A,Honorable Mention,621
34052,Taishan Zeng,A,Successful Participant,109
34053,Sheng-Ming Ma,A,Successful Participant,122
34054,Jiang Du,A,Successful Participant,1
34055,Sang Zhaoyang,A,Successful Participant,1637
34056,Shengshan Cao,B,Successful Participant,1917
34057,ziting Wang,A,Successful Participant,1637
34058,HuiFeng SHI,C,Meritorious,1919
34059,ziting Wang,A,Successful Participant,1637
34060,Yang Lei,A,Successful Participant,1637
34061,Jie Zhang,C,Meritorious,4
34062,Hai Jin,A,Honorable Mention,402
34063,Hai Jin,A,Honorable Mention,402
34064,Song Yunquan,D,Honorable Mention,1637
34065,Lingjun Zhou,D,Honorable Mention,82
34066,Song Yunquan,A,Honorable Mention,1637
34067,Song Yunquan,B,Successful Participant,1637
34068,Song Yunquan,D,Honorable Mention,1637
34069,Xiaoming Fan,D,Honorable Mention,621
34070,Zhifei Zhang,A,Meritorious,1931
34071,Shengshan Cao,B,Honorable Mention,1599
34072,Xiaoming Fan,D,Successful Participant,621
34073,Wei Wang,A,Successful Participant,82
34074,Lin Li,A,Honorable Mention,1935
34075,Wei Wang,A,Successful Participant,82
34076,Lin Li,A,Successful Participant,1935
34077,Zhijian Qian,B,Honorable Mention,82
34078,Zhijian Qian,B,Successful Participant,82
34079,Jin Liang,B,Successful Participant,82
34080,Jin Liang,A,Successful Participant,82
34081,Hualong Zhang,A,Successful Participant,82
34082,Hualong Zhang,B,Honorable Mention,82
34083,Jialiang Xiang,D,Honorable Mention,82
34084,Jialiang Xiang,D,Honorable Mention,82
34085,Junfeng Yin,A,Successful Participant,82
34086,Junfeng Yin,D,Honorable Mention,82
34087,Junfeng Yin,A,Honorable Mention,82
34088,Junfeng Yin,D,Honorable Mention,82
34089,Yanlin Tang,A,Honorable Mention,82
34090,Yanlin Tang,A,Successful Participant,82
34091,Yongming Liu,B,Honorable Mention,249
34092,Yanlin Tang,A,Honorable Mention,82
34093,Yanlin Tang,D,Honorable Mention,82
34094,Xiaoming Fan,D,Successful Participant,621
34095,Xiaohan Yang,D,Finalist,82
34096,Xiaohan Yang,B,Successful Participant,82
34097,Xingming Shu,A,Successful Participant,280
34098,Xiaohan Yang,A,Successful Participant,82
34099,Xiaohan Yang,A,Honorable Mention,82
34100,Xiongda Chen,A,Honorable Mention,82
34101,Hai Jin,A,Successful Participant,402
34102,Xiongda Chen,A,Meritorious,82
34103,Xiongda Chen,A,Successful Participant,82
34104,Wenbo Zhang,A,Successful Participant,4
34105,Xiaoming Fan,C,Honorable Mention,621
34106,Baodong Liu,B,Honorable Mention,890
34107,Jiang Lingling,B,Successful Participant,1637
34108,Shulan Hu,A,Successful Participant,236
34109,Hai Jin,A,Successful Participant,402
34110,Yin Haiqing,A,Honorable Mention,1637
34111,Yin Haiqing,A,Successful Participant,1637
34112,Songjing Wang,B,Successful Participant,727
34113,Yin Haiqing,A,Successful Participant,1637
34114,Yin Haiqing,A,Honorable Mention,1637
34115,Yin Haiqing,D,Honorable Mention,1637
34116,Zhijie Cai,A,Honorable Mention,90
34117,Zhijie Cai,D,Meritorious,90
34118,Yuan Cao,D,Honorable Mention,90
34119,Chao Xu,B,Honorable Mention,1980
34120,Hangfu Li,D,Honorable Mention,87
34121,Guocan Feng,B,Honorable Mention,94
34122,Zhigang Wang,A,Successful Participant,280
34123,Xiaoming Fan,A,Meritorious,621
34124,Lizhuo Zhang,C,Honorable Mention,125
34125,Shenquan Liu,C,Successful Participant,1336
34126,Xiaowei Chen,A,Successful Participant,7
34127,xiaowei Huang,A,Honorable Mention,1988
34128,Peixing Li,B,Honorable Mention,94
34129,Ju LIU,A,Successful Participant,1438
34130,xiang gao,B,Successful Participant,1599
34131,Yandong Jiao,C,Successful Participant,1873
34132,Zhigang Wang,C,Successful Participant,280
34134,Hao Wu,B,Successful Participant,1424
34136,Gang Jiatai,B,Honorable Mention,1995
34137,Gang Jiatai,D,Successful Participant,1995
34138,Gang Jiatai,A,Honorable Mention,1995
34139,Zhu Xiuli,B,Honorable Mention,1998
34140,Wang Jichao,A,Honorable Mention,1637
34141,Wang Jichao,D,Successful Participant,1637
34142,ziting Wang,A,Honorable Mention,1637
34143,jie Liu,A,Successful Participant,2002
34144,ziting Wang,C,Honorable Mention,1637
34145,ziting Wang,A,Honorable Mention,1637
34146,Wang Jichao,B,Honorable Mention,1637
34147,Xiangqi Wang,B,Honorable Mention,47
34148,Wang Jichao,A,Honorable Mention,1637
34149,Sun Qingying,D,Honorable Mention,1637
34150,Junben Zhang,A,Honorable Mention,2009
34151,Mu Lin,A,Successful Participant,621
34152,Haiyang Huang,A,Successful Participant,31
34153,Quandong Feng,A,Honorable Mention,814
34154,Xinshu Tu,A,Successful Participant,109
34155,Huafei Sun,A,Successful Participant,402
34156,Yanghui Rao,D,Successful Participant,3
34157,Hai Jin,A,Successful Participant,402
34158,Xilian Wang,D,Honorable Mention,214
34159,Hua Gong,B,Successful Participant,2018
34160,Hua Gong,B,Honorable Mention,2018
34161,Hua Gong,A,Successful Participant,2018
34162,Hua Gong,A,Successful Participant,2018
34163,Zhiqiang Ding,D,Successful Participant,2018
34164,Liu Zixin,A,Honorable Mention,2023
34165,Zhiqiang Ding,C,Honorable Mention,2018
34166,Mu Lin,A,Successful Participant,621
34167,Liu Zixin,D,Successful Participant,2023
34168,Liu Zixin,B,Honorable Mention,2023
34169,Junjie Wang,B,Successful Participant,2018
34170,ChunJing Xiao,A,Honorable Mention,378
34171,Ke Xu,B,Honorable Mention,2018
34172,Yonggang Ye,A,Successful Participant,2031
34173,Ming Lei,A,Successful Participant,2018
34174,Zhang Xinhong,B,Successful Participant,1637
34175,Yonggang Ye,A,Successful Participant,2031
34176,Peixing Li,A,Honorable Mention,94
34177,Qingan Cui,D,Honorable Mention,750
34178,Jingxin Zhang,A,Successful Participant,2031
34179,Hua Chen,B,Successful Participant,1637
34180,Jingxin Zhang,A,Honorable Mention,2031
34181,Zhao Yufeng,A,Honorable Mention,2040
34182,Guokun Qu,D,Successful Participant,2031
34183,Guokun Qu,A,Honorable Mention,2031
34184,Qingxin Zhou,D,Successful Participant,2031
34185,Qingxin Zhou,A,Successful Participant,2031
34186,Zhidan Xu,A,Successful Participant,2031
34187,Zhidan Xu,A,Successful Participant,2031
34188,Hanbing Liu,B,Meritorious,1259
34189,Xu Wang,A,Successful Participant,2031
34190,Xu Wang,A,Successful Participant,2031
34191,Lianzeng Zhang,A,Honorable Mention,7
34192,Murong Jiang,D,Successful Participant,1855
34193,Ke Quan Zhao,B,Successful Participant,2052
34194,Jianxin Zhu,C,Honorable Mention,232
34195,Jicong Zhang,B,Successful Participant,31
34196,Zhiming Hu,A,Honorable Mention,1424
34197,Wenqiang Luo,A,Successful Participant,2056
34198,Jiangtao Ren,D,Successful Participant,3
34199,Xiaoming Fan,D,Successful Participant,621
34200,Haiyan Xuan,C,Honorable Mention,2059
34201,Fan Yang,D,Honorable Mention,2060
34202,Wang xun yang,A,Honorable Mention,2059
34203,Xin-You Meng,A,Successful Participant,2059
34204,Fang shao mei,A,Successful Participant,303
34205,Jie Chang,B,Successful Participant,2060
34206,Fang shao mei,D,Honorable Mention,303
34207,Fang shao mei,D,Honorable Mention,303
34208,Wei hua Mao,A,Honorable Mention,303
34209,Wei hua Mao,D,Successful Participant,303
34210,Wangyong Lv,A,Successful Participant,1690
34211,XiaoBing Zhang,A,Successful Participant,2070
34212,Zhang sheng xiang,B,Successful Participant,303
34213,Zhang sheng xiang,B,Honorable Mention,303
34214,wang xia,B,Honorable Mention,303
34215,wang xia,B,Successful Participant,303
34216,QingBang zhang,A,Successful Participant,2075
34217,jiang xue ping,A,Successful Participant,303
34218,Dungang Li,A,Successful Participant,2059
34219,chen yu,D,Successful Participant,303
34220,zhu yan ke,C,Successful Participant,303
34221,Jianxin Zhu,B,Successful Participant,232
34222,Hao Jiang,A,Honorable Mention,123
34223,Jianyu Pan,B,Successful Participant,249
34224,Hua Chen,A,Honorable Mention,1637
34225,Mu Lin,C,Successful Participant,621
34226,Bai Guang Cai,C,Successful Participant,2085
34227,Xiaohua Zhang,A,Honorable Mention,2086
34228,Hai Jin,A,Honorable Mention,402
34229,Aijun Liu,A,Successful Participant,4
34230,Deqiang Chen,A,Successful Participant,2089
34231,Xiaoming Fan,D,Meritorious,621
34232,Xiaoming Fan,D,Honorable Mention,621
34233,Xiaoming Fan,A,Honorable Mention,621
34234,Hai Jin,A,Honorable Mention,402
34235,Li Cui,A,Successful Participant,182
34236,Jianxin Zhu,A,Honorable Mention,232
34237,Xiaoming Fan,A,Successful Participant,621
34238,Xiaoming Fan,D,Meritorious,621
34239,Peichao Duan,B,Successful Participant,378
34240,Guifeng Yan,A,Successful Participant,402
34241,Wenhua Qian,D,Meritorious,1855
34242,Guifeng Yan,A,Successful Participant,402
34243,Wenhua Qian,D,Honorable Mention,1855
34244,Guowu Yuan,D,Successful Participant,1855
34245,Qingan Cui,A,Successful Participant,750
34246,Guowu Yuan,C,Successful Participant,1855
34247,Zhenhuan Lv,A,Successful Participant,2106
34248,Zhujun Fan,C,Successful Participant,94
34249,Qinghui Zhang,A,Successful Participant,94
34250,Qiru Wang,A,Honorable Mention,94
34251,Yanhui Li,A,Honorable Mention,94
34252,Yunjie Chen,A,Honorable Mention,522
34253,Xiaoming Fan,A,Honorable Mention,621
34254,Peixing Li,A,Successful Participant,94
34255,Xiaolong Jiang,A,Honorable Mention,94
34256,Yunjie Chen,C,Successful Participant,522
34257,Zhihong Luo,B,Successful Participant,94
34258,Peixing Li,A,Meritorious,94
34259,Zhenyu Chen,B,Successful Participant,210
34260,Hai Jin,A,Successful Participant,402
34261,Hua Chen,A,Honorable Mention,1637
34262,Xiaoming Fan,A,Successful Participant,621
34263,Hua Chen,A,Honorable Mention,1637
34264,Hua Chen,D,Meritorious,1637
34265,Hua Chen,B,Meritorious,1637
34266,å¼  æ™“æ¢…,B,Successful Participant,6
34267,Mu Lin,A,Successful Participant,621
34268,Wenguang Tang,B,Successful Participant,14
34269,Songjie Li,B,Honorable Mention,539
34270,Guoqing Zhu,A,Successful Participant,402
34271,Jianbin Zheng,A,Honorable Mention,394
34272,Zhiniu Xu,D,Honorable Mention,1919
34273,Wang Hongzhou,A,Meritorious,402
34274,Yu-Ling He,B,Finalist,1919
34275,Yu-Ling He,B,Honorable Mention,1919
34276,Mu Lin,D,Meritorious,621
34277,Dong chengdong,A,Honorable Mention,6
34278,Bingzhao Li,A,Meritorious,402
34279,Meisong Tong,B,Successful Participant,82
34280,Xiaoming Fan,A,Successful Participant,621
34281,Heng Liang,C,Honorable Mention,1424
34282,Xujie Jia,B,Honorable Mention,539
34283,Liang Xijun,B,Successful Participant,1637
34284,Hao Jiang,A,Successful Participant,123
34285,Liang Xijun,B,Successful Participant,1637
34286,Liao Xin Yuan,A,Meritorious,2145
34287,Dong Xu,A,Honorable Mention,539
34288,Liao Xin Yuan,A,Honorable Mention,2145
34289,Liao Xin Yuan,A,Meritorious,2145
34290,Liao Xin Yuan,A,Honorable Mention,2145
34291,Xiaoming Fan,C,Successful Participant,621
34292,Liao Jiding,A,Successful Participant,2145
34293,Liu Dongyuan,B,Honorable Mention,2145
34294,Liao maoxin,A,Successful Participant,2145
34295,Xu youjun,A,Successful Participant,2145
34296,Xu zhenghua,A,Successful Participant,2145
34297,Xiaoming Fan,D,Honorable Mention,621
34298,Wang Hongyong,B,Meritorious,2145
34300,Li Cui,B,Honorable Mention,182
34301,Wang hengtai,A,Successful Participant,2145
34302,Ouyang zigen,A,Successful Participant,2145
34303,Huang chonghui,B,Honorable Mention,2145
34304,Tang zhigang,B,Honorable Mention,2145
34305,YING LIU,D,Honorable Mention,125
34306,Xiaoming Fan,A,Successful Participant,621
34307,Jiaying Liu,A,Successful Participant,137
34308,Xiaoming Fan,D,Meritorious,621
34309,Xiaoming Fan,A,Honorable Mention,621
34310,Jian-Xin SHEN,A,Meritorious,232
34311,Xiaoming Fan,A,Honorable Mention,621
34312,Xiaoming Fan,B,Successful Participant,621
34313,Liangjian Hu,D,Honorable Mention,154
34314,Qu Gong,B,Meritorious,97
34315,Xiaoming Fan,C,Successful Participant,621
34316,Qu Gong,D,Honorable Mention,97
34317,Qu Gong,A,Outstanding Winner,97
34318,Baoling Wang,C,Successful Participant,4
34319,Qu Gong,D,Successful Participant,97
34320,WEN ZHANG,A,Meritorious,87
34321,Xinshun Ma,A,Successful Participant,279
34322,Mu Lin,D,Honorable Mention,621
34323,Xinshun Ma,A,Successful Participant,279
34324,Baodong Liu,B,Successful Participant,2182
34325,Ziqiang Zhao,D,Successful Participant,232
34326,Xiaoming Fan,D,Meritorious,621
34327,Diego Dominici,B,Successful Participant,2185
34328,Diego Dominici,B,Successful Participant,2185
34329,Diego Dominici,B,Successful Participant,2185
34330,Mu Lin,D,Successful Participant,621
34331,Jing Qin,A,Successful Participant,2189
34332,Xiaoming Fan,B,Successful Participant,621
34333,Xinshun Ma,B,Honorable Mention,279
34335,Yunlong sun,B,Successful Participant,25
34336,Xinshun Ma,A,Successful Participant,279
34337,Xinshun Ma,A,Successful Participant,279
34338,Xinshun Ma,D,Honorable Mention,279
34339,YongChao Zhang,A,Honorable Mention,6
34340,RenBin He,B,Honorable Mention,97
34341,TAO FENG,A,Successful Participant,232
34342,Xiaoming Fan,C,Successful Participant,621
34343,Xiaoming Fan,D,Successful Participant,621
34344,xiaomin wang,A,Honorable Mention,263
34346,xiaomin wang,C,Honorable Mention,263
34347,xiaomin wang,A,Meritorious,263
34348,xiaomin wang,D,Successful Participant,263
34349,xiaomin wang,A,Successful Participant,263
34350,mu Lin,A,Successful Participant,621
34351,Zhou Chang jun,D,Honorable Mention,2207
34352,Guoqing Zhu,A,Successful Participant,402
34353,Guoqing Zhu,A,Successful Participant,402
34354,wenyu zhang,D,Honorable Mention,208
34355,Mu Lin,A,Successful Participant,621
34356,Xiang Gao,A,Successful Participant,1599
34357,Xiaoming Fan,D,Honorable Mention,621
34358,Chengdong Dong,C,Successful Participant,6
34359,Xiaoming Fan,D,Meritorious,621
34360,Xuewen Li,B,Successful Participant,402
34361,Xuewen Li,A,Successful Participant,402
34362,Wang Sen,B,Honorable Mention,1995
34363,JIAMIN LIU,A,Successful Participant,2219
34364,Wang Sen,B,Honorable Mention,1995
34365,Wang Sen,A,Successful Participant,1995
34366,Jingzhi Li,A,Honorable Mention,646
34367,Xiaowei Chen,B,Honorable Mention,7
34368,Mu Lin,A,Honorable Mention,621
34369,Xiaoming Fan,A,Successful Participant,621
34370,ZHOU JIEYONG,B,Successful Participant,2226
34371,Zhou Xiaojie,B,Successful Participant,1995
34372,Zhou Xiaojie,A,Successful Participant,1995
34373,Rongning Qu,B,Honorable Mention,214
34374,Mu Lin,A,Successful Participant,621
34375,Jianjun Hao,A,Successful Participant,4
34376,Weidong Liu,A,Honorable Mention,1456
34377,Mu Lin,D,Honorable Mention,621
34378,Xiang Gao,B,Honorable Mention,1599
34379,Xiaoming Fan,D,Honorable Mention,621
34380,Zhiming Hu,B,Meritorious,1424
34381,Qiyuan Cheng,D,Meritorious,402
34382,Xiaofang Li,A,Successful Participant,214
34383,Rongning Qu,A,Successful Participant,214
34384,Xiaofang Li,A,Honorable Mention,214
34385,Rongning Qu,B,Honorable Mention,214
34386,Xiaofang Li,A,Successful Participant,214
34387,Rongning Qu,A,Successful Participant,214
34388,Xiaofang Li,D,Honorable Mention,214
34389,Rongning Qu,A,Honorable Mention,214
34390,Xiaofang Li,A,Successful Participant,214
34392,Xiaofang Li,A,Successful Participant,214
34393,Rongning Qu,A,Honorable Mention,214
34394,Xiaofang Li,B,Successful Participant,214
34395,Rongning Qu,A,Successful Participant,214
34396,Xiaofang Li,B,Successful Participant,214
34397,Huanhuan Chen,B,Successful Participant,2252
34398,Yongming Liu,A,Successful Participant,249
34399,Jingzhi Li,D,Successful Participant,646
34400,Wenquan Cui,A,Honorable Mention,47
34401,Xiang Guo,B,Successful Participant,2256
34402,Xijing Sun,C,Successful Participant,2257
34403,Xijing Sun,D,Successful Participant,2257
34404,Qi Zhang,A,Meritorious,90
34405,Xijing Sun,B,Meritorious,2257
34406,Xijing Sun,A,Meritorious,2257
34407,Guiyuan Jiang,B,Successful Participant,2262
34408,Shoukui Si,B,Successful Participant,2257
34409,Shoukui Si,C,Meritorious,2257
34410,jiangang ying,A,Honorable Mention,2265
34411,Yanhui Guan,D,Successful Participant,94
34412,Jiajun Zhang,A,Successful Participant,94
34413,Zhihong Luo,A,Honorable Mention,94
34414,Zhihong Luo,D,Honorable Mention,94
34415,Haizhang Zhang,A,Honorable Mention,3
34416,Zhaoxian Yu,A,Honorable Mention,94
34417,Huafei Sun,A,Successful Participant,402
34418,å�Œ ç½—,A,Successful Participant,47
34419,Mu Lin,D,Successful Participant,621
34420,Xiaoming Fan,D,Successful Participant,621
34421,Huafei Sun,B,Meritorious,402
34422,Yi Du,B,Successful Participant,109
34423,Guoqing Zhu,A,Successful Participant,402
34424,Mu Lin,D,Meritorious,621
34425,Guifeng Yan,A,Meritorious,402
34426,Wangyong Lv,A,Successful Participant,1690
34427,Xin Geng Zheng,A,Successful Participant,539
34428,Xiaoming Fan,B,Successful Participant,621
34429,Xiaoru Wang,D,Meritorious,4
34430,Jiarong Shi,D,Successful Participant,409
34431,QUAN ZHENG,A,Honorable Mention,2286
34433,Hongying Liu,B,Honorable Mention,31
34434,Zhao Xionghu,B,Honorable Mention,1637
34435,Quan dong Feng,D,Honorable Mention,814
34436,Yang Liu,A,Meritorious,1919
34437,Ling Zhang,D,Honorable Mention,1919
34438,Meng Wu,A,Meritorious,25
34439,Huixia Mo,A,Meritorious,4
34440,Xiang Gao,D,Successful Participant,1599
34441,Qi Wang,B,Successful Participant,6
34442,Jinxing Wu,A,Successful Participant,750
34443,Jie Zang,D,Successful Participant,2297
34444,Wei Ma,B,Successful Participant,2298
34445,xiaomin wang,A,Successful Participant,263
34446,zhongbao Zhang,A,Meritorious,4
34447,Hunan Li,A,Successful Participant,109
34448,Hua Chen,A,Meritorious,1637
34449,Dinghai Zhang,A,Successful Participant,2303
34450,Wei-Shi Zheng,C,Successful Participant,94
34451,Youyi Zhao,A,Successful Participant,2303
34452,Hang Zhang,A,Honorable Mention,12
34453,wenjun liu,D,Meritorious,4
34454,Chengdong Dong,A,Honorable Mention,6
34455,Xiaoling Feng,D,Honorable Mention,750
34456,Junzhi Song,B,Successful Participant,2310
34457,Yu Ji,A,Honorable Mention,2311
34458,Yulan Ma,A,Successful Participant,2311
34459,Yulan Ma,A,Successful Participant,2311
34460,Meiping Xu,B,Successful Participant,2311
34461,Zixiong Peng,C,Successful Participant,621
34462,Qin Li,A,Successful Participant,2311
34463,Yumei Li,D,Successful Participant,2311
34464,Meiping Xu,A,Successful Participant,2311
34465,Haimiao Chen,A,Successful Participant,2311
34466,Yulan Ma,A,Successful Participant,2311
34467,Qin Li,B,Honorable Mention,2311
34468,Xiaoming Fan,D,Meritorious,621
34469,Xianbing Cao,D,Successful Participant,2311
34470,Yu Ji,A,Successful Participant,2311
34471,Yulan Ma,A,Successful Participant,2311
34472,Meiping Xu,A,Successful Participant,2311
34473,Ping LU,C,Honorable Mention,409
34474,Yumei LI,A,Successful Participant,2311
34475,haimiao Chen,B,Successful Participant,2311
34476,QIN YANG,B,Successful Participant,2330
34477,Bing-Zhao Li,B,Successful Participant,402
34478,Jiang Lingling,D,Meritorious,1637
34479,Dongjin Xiang,B,Honorable Mention,1259
34480,Haiyi Sun,D,Honorable Mention,114
34481,Deping Zhao,B,Honorable Mention,114
34482,Yanhui Li,D,Successful Participant,94
34483,Hui Xu,D,Successful Participant,182
34484,Mingchao Li,A,Successful Participant,2338
34485,Hua Weihua,A,Successful Participant,210
34486,Yanhui Guan,D,Meritorious,94
34487,Qinghui Zhang,A,Successful Participant,94
